listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1214383,"MONUMENT TO JOSEPH POWNEY,IN CHURCHYARD TO WEST OF ST MARY MAGDALENE'S CHURCH",II,08/14/1984 12:00:00 AM,,399039,1:2500,"(51.42431, -2.37533)"
1214422,CHAPEL COTTAGE,II,08/14/1984 12:00:00 AM,,399043,1:2500,"(51.41611, -2.3946)"
1214433,MILESTONE AT NATIONAL GRID REFERENCE ST7256 6875,II,08/14/1984 12:00:00 AM,,399234,1:2500,"(51.41716, -2.39602)"
1214434,MONUMENT TO SIR BEVIL GRENVILLE AT NATIONAL GRID REFERENCE ST7219 7034,II*,02/01/1956 12:00:00 AM,,399236,1:2500,"(51.43142, -2.40144)"
1214435,BARN TO SOUTH OF CROSSLEAZE FARMHOUSE,II,08/14/1984 12:00:00 AM,,399239,1:2500,"(51.41243, -2.35873)"
1214437,GOUDIE'S FARMHOUSE,II,02/01/1956 12:00:00 AM,,399242,1:2500,"(51.43195, -2.37928)"
1214467,CROSSLEAZE FARMHOUSE,II,08/14/1984 12:00:00 AM,,399238,1:2500,"(51.4127, -2.35879)"
1214480,PAIR OF GATEPIERS AT JUNCTION WITH ROAD TO CLAVERTON DOWN,II,02/01/1956 12:00:00 AM,,399276,1:2500,"(51.37373, -2.30436)"
1214481,BASSETT HOUSE AND RETAINING WALLS TO TERRACE ON EAST SIDE,II,01/25/1977 12:00:00 AM,,399277,1:2500,"(51.36259, -2.31224)"
1214482,MANOR FARM COTTAGE,II,08/14/1984 12:00:00 AM,,399279,1:2500,"(51.37678, -2.30488)"
1214483,GARDEN WALL AND GATEPIERS TO ROAD AT WEST OF THE OLD RECTORY,II,08/14/1984 12:00:00 AM,,399281,1:2500,"(51.3755, -2.30502)"
1214484,BASSETT FARMHOUSE,II,08/14/1984 12:00:00 AM,,399283,1:2500,"(51.37513, -2.30506)"
1214485,BASSETT FARM COTTAGE,II,08/14/1984 12:00:00 AM,,399284,1:2500,"(51.37469, -2.30496)"
1214531,11 AND 12,II,08/14/1984 12:00:00 AM,,399379,1:2500,"(51.37696, -2.30527)"
1214532,"BARN, COACH HOUSE, STABLE, PIGSTIES AND ATTACHED OUTBUILDINGS AT MANOR FARMHOUSE",II*,02/01/1956 12:00:00 AM,,399381,1:2500,"(51.37687, -2.30566)"
1214533,"WALLS, RETAINING WALLS, GATES, GATEPIERS AND CENTRAL FLIGHT OF STEPS, ENCLOSING GARDEN AND TERRACES, TO SOUTH OF MANOR FARMHOUSE",II*,08/14/1984 12:00:00 AM,,399382,1:2500,"(51.3762, -2.3057)"
1214534,MANOR COTTAGE AND FRONT GARDEN WALL TO WEST,II,08/14/1984 12:00:00 AM,,399383,1:2500,"(51.37633, -2.306)"
1214535,CHURCH OF ST MARY,II,02/01/1956 12:00:00 AM,,399384,1:2500,"(51.37588, -2.30611)"
1214536,"MAUSOLEUM TO RALPH ALLEN, IN CHURCHYARD TO SOUTH OF ST MARY'S CHURCH",II*,08/14/1984 12:00:00 AM,,399385,1:2500,"(51.3757, -2.30623)"
1214538,"MONUMENT TO SUSANNA COLE, IN CHURCHYARD TO SOUTH OF ST MARY'S CHURCH",II,08/14/1984 12:00:00 AM,,399389,1:2500,"(51.37582, -2.30601)"
1214602,"UNIDENTIFIED MONUMENT, 4 YARDS SOUTH OF COLE MONUMENT IN CHURCHYARD TO SOUTH OF ST MARY'S CHURCH",II,08/14/1984 12:00:00 AM,,399476,1:2500,"(51.37575, -2.30605)"
1214603,UNIDENTIFIED MONUMENT 5 YARDS SOUTH EAST OF COLE MONUMENT IN CHURCHYARD TO SOUTH OF ST MARY'S CHURCH,II,08/14/1984 12:00:00 AM,,399477,1:2500,"(51.37576, -2.30597)"
1214604,MONUMENT TO ECKERSALL FAMILY IN CHURCHYARD TO EAST OF ST MARY'S CHURCH,II,08/14/1984 12:00:00 AM,,399478,1:2500,"(51.37576, -2.30574)"
1214605,BRIDGE OVER KENNET AND AVON CANAL AT NATIONAL GRID REFERENCE ST7876 6471,II,08/14/1984 12:00:00 AM,,399479,1:2500,"(51.38104, -2.30658)"
1214606,BRIDGE OVER KENNET AND AVON CANAL AT NATIONAL GRID REFERENCE ST 7907 6421,II,08/14/1984 12:00:00 AM,,399480,1:2500,"(51.37656, -2.30209)"
1214607,ROSE COTTAGE,II,08/14/1984 12:00:00 AM,,399482,1:2500,"(51.37785, -2.30181)"
1214608,CLAVERTON PUMPING STATION,II,08/14/1984 12:00:00 AM,,399483,1:2500,"(51.37825, -2.30154)"
1214609,CLAVERTON MANOR (THE AMERICAN MUSEUM) AND SCREEN WALLS TO NORTH AND SOUTH,I,02/01/1956 12:00:00 AM,,399485,1:2500,"(51.37522, -2.31115)"
1214664,"THE LODGE AND GATEPIERS AT SOUTH, AT ENTRANCE TO CLAVERTON MANOR",II,08/14/1984 12:00:00 AM,,399553,1:2500,"(51.37485, -2.31576)"
1214666,"VILLAGE PUMP, TROUGH AND RAILINGS TO FRONT, IMMEDIATELY IN FRONT OF NUMBERS 6 AND 7",II,08/14/1984 12:00:00 AM,,399559,1:2500,"(51.40369, -2.43232)"
1214668,ROUNDHILL FARMHOUSE,II,08/14/1984 12:00:00 AM,,399562,1:2500,"(51.40227, -2.43067)"
1214684,MILEPOST AT NATIONAL GRID REFERENCE ST 6977 6815,II,08/14/1984 12:00:00 AM,,399554,1:2500,"(51.41154, -2.43606)"
1214702,"6 AND 7, BATH ROAD",II,08/14/1984 12:00:00 AM,,399557,1:2500,"(51.40369, -2.43222)"
1214721,"VILLAGE LOCK UP, OPPOSITE PARK FARM COTTAGE",II,08/14/1984 12:00:00 AM,,399561,1:2500,"(51.40264, -2.43192)"
1214743,THE COTTAGE,II,08/14/1984 12:00:00 AM,,399667,1:2500,"(51.40219, -2.42991)"
1214744,"3 AND 4, BATH ROAD",II,08/14/1984 12:00:00 AM,,399669,1:2500,"(51.4022, -2.42998)"
1214745,"1, BATH ROAD",II,08/14/1984 12:00:00 AM,,399671,1:2500,"(51.40168, -2.42885)"
1214746,MILESTONE AT NATIONAL GRID REFERENCE ST 7085 6638,II,08/14/1984 12:00:00 AM,,399672,1:2500,"(51.39557, -2.42013)"
1214747,TOWER HOUSE,II,08/14/1984 12:00:00 AM,,399674,1:2500,"(51.4016, -2.43144)"
1214806,"9-12, BATH ROAD",II,08/14/1984 12:00:00 AM,,399741,1:2500,"(51.40397, -2.43273)"
1214807,KELSTON FORGE,II,08/14/1984 12:00:00 AM,,399742,1:2500,"(51.40381, -2.4327)"
1214808,"14 AND 15, BATH ROAD",II,08/14/1984 12:00:00 AM,,399744,1:2500,"(51.40368, -2.43262)"
1214809,PARK FARM COTTAGE,II,08/14/1984 12:00:00 AM,,399745,1:2500,"(51.4027, -2.43225)"
1214810,VINE COTTAGE,II,08/14/1984 12:00:00 AM,,399747,1:2500,"(51.40096, -2.43429)"
1214866,CHURCH OF ST NICHOLAS,II,02/01/1956 12:00:00 AM,,399748,1:2500,"(51.40041, -2.43404)"
1214912,"MONUMENT TO JOHN HOBBIN, IN THE CHURCHYARD TO SOUTH OF ST NICHOLAS' CHURCH",II,08/14/1984 12:00:00 AM,,399750,1:2500,"(51.40054, -2.43402)"
1214920,THE OLD RECTORY,II,08/14/1984 12:00:00 AM,,399908,1:2500,"(51.40172, -2.43387)"
1214921,PARK FARMHOUSE AND ATTACHED OUTBUILDING TO WEST,II,02/01/1956 12:00:00 AM,,399909,1:2500,"(51.4017, -2.43319)"
1214922,"BARN, TO SOUTH OF MANOR FARMHOUSE",II,02/01/1956 12:00:00 AM,,399912,1:2500,"(51.40053, -2.43505)"
1214954,OLD SCHOOL HOUSE,II,08/14/1984 12:00:00 AM,,399914,1:2500,"(51.402, -2.43574)"
1214958,TATTERS,II,02/01/1956 12:00:00 AM,,399915,1:2500,"(51.40184, -2.43594)"
1214972,SALTFORD VIEW,II,08/14/1984 12:00:00 AM,,399916,1:2500,"(51.40142, -2.43657)"
1214981,"25, KELSTON MILLS",II,01/09/1976 12:00:00 AM,,399983,1:2500,"(51.4101, -2.44038)"
1214982,"29-34, KELSTON MILLS",II,01/09/1976 12:00:00 AM,,399985,1:2500,"(51.40947, -2.4409)"
1214984,WALLS ENCLOSING GARDEN TO NORTH WEST OF KELSTON PARK,II,02/01/1956 12:00:00 AM,,399990,1:2500,"(51.39361, -2.43108)"
1215014,REMAINS OF 2 ANNEALING OVENS,II,01/09/1976 12:00:00 AM,,399986,1:2500,"(51.41014, -2.44114)"
1215080,KELSTON PARK AND ADJOINING SERVICE WING AND COACH HOUSE AND SOUTH RETAINING WALL,II*,02/01/1956 12:00:00 AM,,399989,1:2500,"(51.39338, -2.42888)"
1215115,BOUNDARY POST AT NATIONAL GRID REFERENCE ST7794 6278,II,08/14/1984 12:00:00 AM,,400157,1:2500,"(51.36369, -2.31817)"
1215116,COMBE HILL HOUSE,II,08/14/1984 12:00:00 AM,,400159,1:2500,"(51.36251, -2.31753)"
1215117,COMBE GROVE LODGE,II,02/01/1956 12:00:00 AM,,400161,1:2500,"(51.36299, -2.31824)"
1215118,"QUADRANT WALLS, PAIR OF GATE PIERS AND GATES TO EAST OF COMBE GROVE LODGE",II,02/01/1956 12:00:00 AM,,400162,1:2500,"(51.36301, -2.31808)"
1215119,THE OLD MILL,II,08/14/1984 12:00:00 AM,,400164,1:2500,"(51.35577, -2.32511)"
1215120,"2, ST MICHAELS COURT",II,08/14/1984 12:00:00 AM,,400166,1:2500,"(51.35599, -2.32793)"
1215151,COMBE GROVE HOTEL,II,08/14/1984 12:00:00 AM,,400191,1:2500,"(51.3608, -2.32859)"
1215152,"WALLS, FOUR PAIRS OF GATE PIERS AND GATES,FOUNTAIN AND 2 FLIGHTS OF STEPS,SURROUNDING GARDEN TO SOUTH OF COMBE GROVE HOTEL",II,08/14/1984 12:00:00 AM,,400192,1:2500,"(51.36062, -2.32829)"
1215153,ARCHWAY ON DRIVE TO COMBE GROVE HOTEL AT NATIONAL GRID REFERENCE 7732 6254,II,08/14/1984 12:00:00 AM,,400194,1:2500,"(51.36148, -2.32713)"
1215154,THE OLD FARMHOUSE,II,02/01/1956 12:00:00 AM,08/14/1984 12:00:00 AM,400196,1:2500,"(51.35906, -2.33119)"
1215155,COMBE GRANGE,II,08/14/1984 12:00:00 AM,,400197,1:2500,"(51.35936, -2.32977)"
1215156,IVY COTTAGES AND FRONT BOUNDARY WALL,II,08/14/1984 12:00:00 AM,,400198,1:2500,"(51.35906, -2.32874)"
1215192,LIMPLEY STOKE VIADUCT,II,08/14/1984 12:00:00 AM,,400200,1:2500,"(51.35692, -2.3163)"
1215193,DUNDAS AQUEDUCT,I,02/01/1956 12:00:00 AM,,400242,1:2500,"(51.36147, -2.31079)"
1215194,CRANE AT DUNDAS WHARF,II,08/14/1984 12:00:00 AM,,400243,1:2500,"(51.36165, -2.31199)"
1215195,MONKTON COMBE SCHOOL (THE PART OF THE TERRACE BLOCK KNOWN AS THE OLD VICARAGE),II,08/14/1984 12:00:00 AM,,400244,1:2500,"(51.35696, -2.32712)"
1215196,JULIAN COTTAGES,II,08/14/1984 12:00:00 AM,,400245,1:2500,"(51.35686, -2.32736)"
1215197,THE WHEELWRIGHT'S ARMS,II,08/14/1984 12:00:00 AM,,400246,1:2500,"(51.3566, -2.32746)"
1215198,"MONUMENT TO MARGARETTA SHUTE,IN CHURCHYARD TO NORTH OF ST MICHAEL'S CHURCH",II,08/14/1984 12:00:00 AM,,400248,1:2500,"(51.35608, -2.32859)"
1215199,UNIDENTIFIED MONUMENT IN CHURCHYARD AND TO SOUTH OF EAST END OF SOUTH AISLE OF ST MICHAEL'S CHURCH,II,08/14/1984 12:00:00 AM,,400250,1:2500,"(51.35584, -2.32841)"
1215200,"UNIDENTIFIED MONUMENT,IN CHURCHYARD AND 3 YARDS SOUTH OF ST MICHAEL'S CHURCH",II,08/14/1984 12:00:00 AM,,400251,1:2500,"(51.35584, -2.32859)"
1215224,"UNIDENTIFIED MONUMENT,IN CHURCHYARD AND 6 YARDS SOUTH OF ST MICHAEL'S CHURCH",II,08/14/1984 12:00:00 AM,,400290,1:2500,"(51.35581, -2.32849)"
1215225,"UNIDENTIFIED MONUMENT,IN CHURCHYARD AND 2 YARDS SOUTH OF WEST END OF ST MICHAEL'S CHURCH",II,08/14/1984 12:00:00 AM,,400291,1:2500,"(51.35584, -2.32863)"
1215226,CHURCH FARMHOUSE,II,02/01/1956 12:00:00 AM,,400293,1:2500,"(51.35607, -2.32883)"
1215227,BARN TO NORTH OF CHURCH FARMHOUSE,II,08/14/1984 12:00:00 AM,,400295,1:2500,"(51.35616, -2.32908)"
1215228,MONKTON COMBE SCHOOL (THE MAIN OR OLD BLOCK KNOWN AS THE OLD FARM),II,02/01/1956 12:00:00 AM,,400296,1:2500,"(51.35711, -2.32702)"
1215229,CHURCH OF ST MARTIN,II*,02/01/1956 12:00:00 AM,,400298,1:2500,"(51.42028, -2.42744)"
1215336,"UNKNOWN MONUMENT TO NORTH EAST OF BRITTEN FAMILY MONUMENT,IN CHURCHYARD TO SOUTH OF ST MARTIN'S CHURCH",II,08/14/1984 12:00:00 AM,,400504,1:2500,"(51.42024, -2.42721)"
1215337,WARD FAMILY MONUMENT IN CHURCHYARD TO SOUTH OF ST MARTIN'S CHURCH,II,08/14/1984 12:00:00 AM,,400505,1:2500,"(51.42033, -2.42727)"
1215338,THE MANOR HOUSE,II,02/01/1956 12:00:00 AM,,400509,1:2500,"(51.42021, -2.43023)"
1215339,MILL HOUSE,II,08/14/1984 12:00:00 AM,,400513,1:2500,"(51.42599, -2.31358)"
1231498,CHARMYDOWN FARMHOUSE,II,02/10/1984 12:00:00 AM,,32413,1:2500,"(51.41875, -2.33649)"
1231512,BARN AND SHELTER SHED 30 METRES WEST OF RODNEY FARMHOUSE,II,08/26/1987 12:00:00 AM,08/30/1987 12:00:00 AM,32416,1:2500,"(51.4247, -2.30192)"
1231521,METHODIST CHAPEL,II,10/23/1990 12:00:00 AM,,32418,1:2500,"(51.33734, -2.3093)"
1231525,WOODSIDE,II,07/15/1994 12:00:00 AM,,406676,1:2500,"(51.3361, -2.3008)"
1231527,"OUTBUILDINGS AT CROWN INN
OUTBUILDINGS TO THE NORTH WEST OF THE CROWN INN PUBLIC HOUSE",II,10/19/1983 12:00:00 AM,,406677,1:2500,"(51.40086, -2.30733)"
1231529,EAST LODGE,II,10/19/1983 12:00:00 AM,,406679,1:2500,"(51.4008, -2.30616)"
1231531,LOWER BAGGRIDGE FARMHOUSE,II,10/19/1983 12:00:00 AM,,406680,1:2500,"(51.31213, -2.35547)"
1231532,STABLE 20 YARDS TO NORTH WEST OF LOWER BAGGRIDGE FARMHOUSE,II,10/19/1983 12:00:00 AM,,406682,1:2500,"(51.31218, -2.35583)"
1232264,OAKFORD,II,08/14/1984 12:00:00 AM,,407584,1:2500,"(51.4263, -2.31373)"
1232265,ST CATHERINE'S COURT,I,02/01/1956 12:00:00 AM,,407586,Unknown,"(51.43041, -2.32088)"
1232266,"GATEPIERS AND FLANKING WALLS,25 YARDS TO NORTH EAST OF ST CATHERINE'S COURT",II,08/14/1984 12:00:00 AM,,407587,1:2500,"(51.43083, -2.32063)"
1232373,"RETAINING WALLS AND GARDEN WALLS, ENCLOSING WEST TERRACE AND BOWLING GREEN TERRACE, INCLUDING CENTRAL FLIGHT OF STEPS TO NORTH WEST OF ST CATHRINE'S COURT",II*,08/14/1984 12:00:00 AM,,407726,1:2500,"(51.43027, -2.32151)"
1232374,"MONUMENT TO GEORGE ECKERSALL, IN CHURCHYARD TO SOUTH EAST OF ST CATHERINE'S CHURCH",II,08/14/1984 12:00:00 AM,,407728,1:2500,"(51.43077, -2.32098)"
1232375,"MONUMENT TO JOHN FACKNAHAM, IN CHURCHYARD TO SOUTH WEST OF ST CATHERINE'S CHURCH",II,08/14/1984 12:00:00 AM,,407729,1:2500,"(51.43081, -2.32101)"
1232376,"MONUMENT TO JAMES BEAMAN, IN CHURCHYARD AND TO SOUTH WEST OF PORCH OF ST CATHERINE'S CHURCH",II,08/14/1984 12:00:00 AM,,407731,1:2500,"(51.43071, -2.32118)"
1232377,BROOK COTTAGE,II,08/14/1984 12:00:00 AM,,407735,1:1250,"(51.43211, -2.32142)"
1232445,LODGE FARMHOUSE,II,08/14/1984 12:00:00 AM,,407830,1:2500,"(51.42708, -2.31542)"
1232446,THE HERMITAGE AND ENCLOSING GARDEN WALL AT THE FRONT,II,08/14/1984 12:00:00 AM,,407831,1:2500,"(51.43634, -2.33446)"
1232447,"GATEPIERS, 5 YARDS TO FRONT AND TO SOUTH OF THE GREY HOUSE",II,02/01/1956 12:00:00 AM,,407833,1:2500,"(51.43721, -2.34387)"
1232448,THE MOORINGS,II,08/14/1984 12:00:00 AM,,407835,1:2500,"(51.3447, -2.34442)"
1232449,HILLSIDE,II,08/14/1984 12:00:00 AM,,407836,1:2500,"(51.34462, -2.34824)"
1232450,"ARCHWAY AND LODGE WITH SCREEN WALL, TO MIDFORD CASTLE",II,08/14/1984 12:00:00 AM,,407838,1:2500,"(51.3512, -2.35143)"
1232452,"THE PRIORY, IN PRIORY WOOD, 500 YARDS TO NORTH EAST OF MIDFORD CASTLE",II,02/01/1956 12:00:00 AM,,407842,1:2500,"(51.35262, -2.34334)"
1232488,PAIR OF GATEPIERS AND GATES 50 YARDS NORTH WEST OF MIDFORD CASTLE,II,02/01/1956 12:00:00 AM,,407841,1:2500,"(51.35084, -2.34741)"
1232494,MIDFORD PLACE,II,08/14/1984 12:00:00 AM,,407875,1:2500,"(51.34598, -2.35053)"
1232495,PAIR OF GATEPIERS AT ENTRANCE TO MIDFORD HOUSE,II,08/14/1984 12:00:00 AM,,407877,1:2500,"(51.347, -2.34795)"
1232496,THE LODGE TO SOUTHSTOKE HALL,II,08/14/1984 12:00:00 AM,,407878,1:2500,"(51.35036, -2.36433)"
1232497,SOUTHSTOKE HALL,II,08/14/1984 12:00:00 AM,,407879,1:2500,"(51.35, -2.36265)"
1232498,THE STABLE HOUSE,II,08/14/1984 12:00:00 AM,,407880,1:2500,"(51.35024, -2.36265)"
1232499,BREWERY HOUSE,II,08/14/1984 12:00:00 AM,,407881,1:2500,"(51.35061, -2.36465)"
1232500,GROUP OF THREE BOUNDARY POSTS AT NATIONAL GRID REFERENCE ST 7480 6186,II,08/14/1984 12:00:00 AM,,407882,1:2500,"(51.35525, -2.36328)"
1232501,TUCKING MILL COTTAGE,II,02/01/1956 12:00:00 AM,08/14/1984 12:00:00 AM,407883,1:2500,"(51.35222, -2.33871)"
1232502,FORMER AQUEDUCT OVER CAM BROOK AT NATIONAL GRID REFERENCE ST 7575 6050,II,08/14/1984 12:00:00 AM,,407885,1:2500,"(51.34338, -2.34915)"
1232542,BRIDGE OVER FORMER SOMERSETSHIRE COAL CANAL AT NATIONAL GRID REFERENCE ST 7564 6058,II,08/14/1984 12:00:00 AM,,407884,1:2500,"(51.3428, -2.35111)"
1232550,PACKHORSE INN,II,02/01/1956 12:00:00 AM,,407929,1:2500,"(51.34961, -2.3646)"
1232551,UNIDENTIFIED MONUMENT IN CHURCHYARD AND 10 YARDS NORTH OF PORCH OF ST JAMES' CHURCH,II,08/14/1984 12:00:00 AM,,407931,1:2500,"(51.3498, -2.36542)"
1232552,MONUMENT TO SARAH HARDING IN CHURCHYARD TO NORTH OF ST JAMES' CHURCH,II,08/14/1984 12:00:00 AM,,407932,1:2500,"(51.34964, -2.36559)"
1232553,"UNIDENTIFIED MONUMENT, 1 YARD TO EAST OF SMITH MONUMENT, IN CHURCHYARD TO NORTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407934,1:2500,"(51.34972, -2.36532)"
1232554,"MONUMENT TO EDWARD HARRIS, IN CHURCHYARD TO NORTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407936,1:2500,"(51.34977, -2.36525)"
1232555,"UNIDENTIFIED MONUMENT, 1 YARD NORTH OF HARRIS MONUMENT, IN CHURCHYARD TO NORTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407937,1:2500,"(51.34982, -2.36528)"
1232556,"UNIDENTIFIED MONUMENT, 1 YARD SOUTH OF HARRIS MONUMENT, IN CHURCHYARD NORTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407938,1:2500,"(51.34974, -2.36523)"
1232588,"UNIDENTIFIED MONUMENT 3 YARDS SOUTH OF HARRIS MONUMENT, IN CHURCHYARD TO NORTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407955,1:2500,"(51.34973, -2.36522)"
1232589,"MONUMENT TO CLEMENT FAMILY, IN CHURCHYARD TO SOUTH OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407956,1:2500,"(51.3495, -2.36525)"
1232590,MONUMENT TO GEORGE LANSDOWN IN CHURCHYARD TO SOUTH OF ST JAMES' CHURCH,II,08/14/1984 12:00:00 AM,,407957,1:2500,"(51.34952, -2.36539)"
1232591,"MONUMENT TO CROOKSHANK, IN CHURCHYARD TO WEST OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407959,1:2500,"(51.34955, -2.36556)"
1232592,"MONUMENT TO VEYSEY FAMILY, IN CHURCHYARD TO WEST OF ST JAMES' CHURCH",II,08/14/1984 12:00:00 AM,,407960,1:2500,"(51.34951, -2.36552)"
1232593,MANOR FARMHOUSE,II,02/01/1956 12:00:00 AM,,407962,1:2500,"(51.34924, -2.36593)"
1232594,PRIORY COTTAGE,II,08/14/1984 12:00:00 AM,,407964,1:2500,"(51.34993, -2.36463)"
1232612,THE PRIORY,II,08/14/1984 12:00:00 AM,,407980,1:2500,"(51.34991, -2.3647)"
1232613,FLIGHT OF 5 LOCKS ON THE FORMER SOMERSETSHIRE COAL CANAL,II,08/14/1984 12:00:00 AM,,407982,1:2500,"(51.34386, -2.36864)"
1232614,MILESTONE AT NATIONAL GRID REFERENCE ST 7628 6734,II,08/14/1984 12:00:00 AM,,407984,1:2500,"(51.40508, -2.34241)"
1232615,THE WHITE HOUSE,II,08/14/1984 12:00:00 AM,,407985,1:2500,"(51.4108, -2.34425)"
1232616,MONCKS COTTAGE,II,08/14/1984 12:00:00 AM,,407987,1:2500,"(51.41105, -2.34474)"
1232618,TADWICK HOUSE,II,08/14/1984 12:00:00 AM,,407992,1:2500,"(51.43347, -2.37255)"
1232672,SUNNYSIDE,II,02/01/1956 12:00:00 AM,,408064,1:2500,"(51.41411, -2.34754)"
1232674,PICKWICK FARMHOUSE,II,08/14/1984 12:00:00 AM,,408065,1:2500,"(51.41446, -2.34806)"
